,CountryName,CountryCode,LongName,IncomeGroup,Region,year,gdp_pc_k,gdp_pc_c,va_c,va_k,emp_ratio,gdp_pwkr,pop,wkrs,va_c_pwkr,va_k_pwkr,povgap_rate_2day,pov_rate_1day,povgap_rate_1day,pov_rate_2day,Country Code,Year,Agri_const
0,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1986,2741.682670040269,2705.946030320373,58081665033.20568,62703492070.16696,,15161.0,23539383.0,,,,,,,,DZA,1986,3290220229.1483126
1,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1994,2265.8932671785847,1479.600214997422,39048462849.345345,64391524779.11362,33.4000015258789,9974.0,28752749.0,9603419.0,4066.1,6705.0625,,,,,DZA,1994,4108044229.8518915
2,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2001,2567.1508739452,1702.7800794991756,52349014980.35123,80524375578.00569,31.6000003814697,9871.0,32150198.0,10159463.0,5152.7344,7926.0464,,,,,DZA,2001,6234955263.209134
3,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2000,2487.286033555638,1727.3332508825058,51803080377.04863,78581462341.4235,30.7000007629395,9883.0,31719449.0,9737871.0,5319.7544,8069.676,,,,,DZA,2000,5504266889.370857
4,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2002,2675.7252120747494,1742.5576103032554,53617173797.63211,83855645465.10004,32.0999984741211,10085.0,32572977.0,10455925.0,5127.9224,8019.9165,,,,,DZA,2002,6160135800.05063
5,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1985,2813.462018271256,2535.858517411106,53283740339.89077,61900921073.39418,,16091.0,22847437.0,,,,,,,,DZA,1985,3333556550.9638667
6,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1973,2092.324833249205,546.8955928868488,9395860268.966097,34230338821.93593,,,15935594.0,,,,,,,,DZA,1973,1415884721.1711898
7,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2007,3092.039129417197,3845.8472963543436,132909399704.67647,104947346946.71909,36.9000015258789,11094.0,35097043.0,12950809.0,10262.633,8103.536,,,,,DZA,2007,8794760060.679722
8,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1979,2669.8479101606013,1760.3372414222674,30987322952.39408,49304842399.70141,,,18884689.0,,,,,,,,DZA,1979,2610537732.019128
9,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1963,1529.0727273165028,222.71929639626558,,,,,12136371.0,,,,,,,,DZA,1963,1388075990.6420238
10,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1987,2645.357221347218,2755.013760140603,60536084086.83933,63032210092.045334,,14310.0,24225748.0,,,,,,,,DZA,1987,3852848037.5814133
11,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1975,2236.5945353981883,924.2237018616742,14379223183.77282,36963288648.67841,,,16833516.0,,,,,,,,DZA,1975,2367182406.887956
12,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1969,1827.7247096402184,297.9845459336907,4786264382.788106,31493862356.472908,,,14286826.0,,,,,,,,DZA,1969,1371638309.0367088
13,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1974,2188.833440088681,806.7162857860878,12597079214.062195,35075996841.43914,,,16374671.0,,,,,,,,DZA,1974,1836225578.0572345
14,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2012,3212.105236667676,5347.704734423174,198570428287.96024,124490028768.38924,39.4000015258789,11394.0,38481705.0,15161792.0,13096.765,8210.772,,,,,DZA,2012,
15,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1980,2609.362425710809,2174.3174699270644,39504886345.933685,49479516628.36905,,15158.0,19475204.0,,,,,,,,DZA,1980,2942385414.2870564
16,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1995,2306.8502136389366,1424.6424842293748,37972852047.15459,66941121477.0468,32.0999984741211,9922.0,29315463.0,9410263.0,4035.2593,7113.6294,6.45,6.79,1.36,23.61,DZA,1995,4722607563.301349
17,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1976,2357.2448435410392,1024.0818196437215,16426062698.852104,39945704716.92368,,,17311457.0,,,,,,,,DZA,1976,2322935877.9704237
18,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1961,1488.0512505118973,210.6081289783304,,,,,11560650.0,,,,,,,,DZA,1961,1608406602.9413
19,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1971,1669.4300950287702,336.27970848927754,5364453848.284833,25853916798.88385,,,15098212.0,,,,,,,,DZA,1971,1526500693.115867
20,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1997,2345.439426066473,1587.64613767632,44353372362.21981,70788061344.03114,33.2999992370605,9669.0,30345466.0,10105040.0,4389.233,7005.223,,,,,DZA,1997,5064309633.005653
21,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1999,2468.227383569752,1555.191032539827,44283055074.22944,76861034822.21297,32.7999992370605,9937.0,31276295.0,10258625.0,4316.6655,7492.333,,,,,DZA,1999,5793964999.190732
22,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1998,2427.0683069861266,1563.5009734996231,44118928863.0811,74387772874.44757,32.9000015258789,9899.0,30820435.0,10139924.0,4351.0117,7336.1274,,,,,DZA,1998,5641640661.165883
23,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2004,2912.2902986365893,2549.9571929789877,81335519596.83112,94302340776.90565,34.2999992370605,10784.0,33461345.0,11477241.0,7086.6787,8216.464,,,,,DZA,2004,7758875844.237767
24,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1977,2411.9462672804925,1177.631954866169,19330024200.739742,41930210365.89151,,,17808536.0,,,,,,,,DZA,1977,2145950229.4324994
25,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2006,3041.480756830768,3391.367825688372,113968329570.16963,100795350235.92226,37.5,11035.0,34507214.0,12940205.0,8807.305,7789.3164,,,,,DZA,2006,8580253717.736306
26,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1968,1734.0998461173572,277.39141860957665,4344263472.661798,28997480738.490322,,,13887045.0,,,,,,,,DZA,1968,1460131133.3056712
27,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1993,2334.8024177134653,1773.8204830687876,46245450985.57425,65114023162.995865,33.5999984741211,10533.0,28157560.0,9460940.0,4888.0396,6882.4053,,,,,DZA,1993,4514334333.918525
28,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1990,2544.4782125711367,2364.549878759434,56709086833.69681,65549652614.653885,,12262.0,26239708.0,,,,,,,,DZA,1990,3883559177.2850037
29,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1989,2589.729810621004,2175.093522761887,51202520057.38021,64916584869.07679,,13100.0,25576596.0,,,,,,,,DZA,1989,4140254863.934415
30,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1996,2358.8062351609597,1572.831936982462,43122249455.665695,69998618320.05429,32.0,9845.0,29845208.0,9550467.0,4515.1978,7329.34,,,,,DZA,1996,5851310615.842479
31,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1981,2603.5902888312085,2205.9701022692084,40896239619.737434,50500503938.318924,,14907.0,20103931.0,,,,,,,,DZA,1981,2948270345.8091097
32,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2010,3146.7187555405876,4349.569324742564,158318283529.6704,117459158461.21799,38.7999992370605,11225.0,37062820.0,14380374.0,11009.33,8168.0186,,,,,DZA,2010,10747778286.096302
33,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1970,1934.9885376441061,331.0554462101426,5121906159.480314,29076671023.270336,,,14690855.0,,,,,,,,DZA,1970,1482254397.7644372
34,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1972,2070.5232656949747,435.9098479869622,7192737065.867244,32940556937.419773,,,15511892.0,,,,,,,,DZA,1972,1548623957.5746331
35,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1978,2559.188899623499,1438.2827164955047,24163262678.777267,45771246655.700005,,,18330535.0,,,,,,,,DZA,1978,2389305554.563671
36,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1962,1166.4447019101794,168.9719716982475,,,,,11844928.0,,,,,,,,DZA,1962,1290204669.8708093
37,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1991,2452.8145725857603,1699.8565105831208,41476750172.9432,65378785765.469215,34.0,11574.0,26893663.0,9143845.0,4536.0293,7150.032,,,,,DZA,1991,4481627138.301795
38,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1960,1765.5947117994701,241.5052585725955,,,,,11277757.0,,,,,,,,DZA,1960,1915345744.9765112
39,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1964,1578.4586140351944,233.8101099375846,,,,,12443175.0,,,,,,,,DZA,1964,1263777949.9709485
40,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1965,1633.388046221632,245.5769913617577,3509209793.5919685,24707649592.126217,,,12771084.0,,,,,,,,DZA,1965,1504377545.4401524
41,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1967,1610.4056627763969,249.7574356176072,3803394352.723759,26204971090.56614,,,13496577.0,,,,,,,,DZA,1967,1261022337.092032
42,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1966,1513.2169197401795,231.6451766383186,3440122262.077533,23873940434.216694,,,13122912.0,,,,,,,,DZA,1966,995543864.2851454
43,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1982,2681.825675797255,2176.9167956817623,41788249710.68623,53641725697.850204,,15333.0,20766568.0,,,,,,,,DZA,1982,2706512145.6877728
44,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2003,2830.965084435721,2056.2653025187396,64523937161.348564,89853332291.96051,32.9000015258789,10508.0,33003442.0,10858133.0,5942.452,8275.21,,,,,DZA,2003,7361362281.060495
45,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2011,3168.6750067098214,5271.590312157137,194854073774.64804,120513096581.20966,39.0999984741211,11285.0,37762962.0,14765318.0,13196.741,8161.9033,,,,,DZA,2011,11854799449.564217
46,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1988,2547.4833198633346,2372.584991978865,54050855469.158875,62340250955.673294,,13323.0,24904931.0,,,,6.67,7.56,1.16,24.55,DZA,1988,3590854371.025877
47,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1983,2736.164700109343,2274.7746161473715,44750252855.429146,56480105712.63528,,15565.0,21453278.0,,,,,,,,DZA,1983,2649675236.00757
48,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1992,2438.7933473388102,1743.3460687711174,44335043075.90796,66354512317.07093,33.2999992370605,11235.0,27535151.0,9169205.0,4835.2114,7236.6704,,,,,DZA,1992,4687782390.2659025
49,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2005,3038.748713418462,3038.748713418462,99055712692.64023,99055712692.64023,36.2999992370605,11068.0,33960903.0,12327808.0,8035.144,8035.144,,,,,DZA,2005,7937329988.655237
50,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2008,3098.40981911807,4786.518070375696,168593417772.47882,108590877392.59927,37.9000015258789,11128.0,35725377.0,13539918.0,12451.583,8020.054,,,,,DZA,2008,8460559178.37388
51,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,2009,3094.1012580331244,3771.284843639709,134468388233.51273,113377566082.2567,38.4000015258789,11159.0,36383302.0,13971189.0,9624.691,8115.0977,,,,,DZA,2009,10245737165.010767
52,Algeria,DZA,People's Democratic Republic of Algeria,Upper middle income,Middle East & North Africa,1984,2798.443863540524,2424.2487318485287,48761890867.28143,59623856812.75004,,15864.0,22150483.0,,,,,,,,DZA,1984,2898744755.839766
53,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1997,1186.9623140440617,597.9317813542027,,,66.0999984741211,1604.0,12791388.0,8455107.0,,,,,,,AGO,1997,1039597130.7994869
54,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1970,,,,,,,5928087.0,,,,,,,,AGO,1970,
55,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1972,,,,,,,6180863.0,,,,,,,,AGO,1972,
56,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1986,1504.0269120267126,681.9084598088872,,,,1536.0,9320678.0,,,,,,,,AGO,1986,1554351002.7875135
57,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1984,,,,,,1774.0,8784753.0,,,,,,,,AGO,1984,
58,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1991,1482.9055589495824,1144.6596373566017,,,65.5999984741211,1834.0,10652727.0,6988188.5,,,,,,,AGO,1991,1579232326.8469849
59,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1963,,,,,,,5245015.0,,,,,,,,AGO,1963,
60,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2007,2359.2788975354974,3412.7189979656414,,,64.1999969482422,3093.0,17712824.0,11371632.0,,,,,,,AGO,2007,3334216297.4457726
61,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1960,,,,,,,4965988.0,,,,,,,,AGO,1960,
62,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1967,,,,,,,5619643.0,,,,,,,,AGO,1967,
63,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2012,2685.83416472479,5482.428048919566,,,64.5999984741211,3473.0,20820525.0,13450059.0,,,,,,,AGO,2012,5367541727.579973
64,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1985,1504.5515154970653,750.7219569946398,,,,1732.0,9063646.0,,,,,,,,AGO,1985,1577176006.3948185
65,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2003,1396.2347782432414,920.1011758135834,,,65.5,1744.0,15421075.0,10100804.0,,,,,,,AGO,2003,1795575420.8851852
66,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1994,976.0324576434164,345.68916015037433,,,66.5999984741211,1192.0,11743432.0,7821125.5,,,,,,,AGO,1994,674708768.3535314
67,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1995,1045.3586068681348,416.3200958161754,,,66.5999984741211,1331.0,12104952.0,8061898.0,,,,,,,AGO,1995,822469988.6229622
68,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2004,1494.2963467344637,1229.3429875697939,,,65.4000015258789,1878.0,15976715.0,10448772.0,,,,,,,AGO,2004,2048751555.229997
69,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2000,1238.4757085935073,655.6294946263638,,,65.9000015258789,1572.0,13924930.0,9176529.0,,,42.35,54.31,29.94,70.21,AGO,2000,1210905967.174332
70,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1968,,,,,,,5715372.0,,,,,,,,AGO,1968,
71,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1983,,,,,,1820.0,8489864.0,,,,,,,,AGO,1983,
72,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1979,,,,,,,7399204.0,,,,,,,,AGO,1979,
73,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1976,,,,,,,6808733.0,,,,,,,,AGO,1976,
74,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1987,1582.050124328955,772.2105077965653,,,,1672.0,9561022.0,,,,,,,,AGO,1987,1600677232.6704092
75,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1981,,,,,,2117.0,7901870.0,,,,,,,,AGO,1981,
76,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1992,1336.6644897869735,525.2677821104668,,,65.8000030517578,1666.0,11002758.0,7239815.0,,,,,,,AGO,1992,1149681133.9446099
77,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2008,2597.053730884601,4596.268430943147,,,63.9000015258789,3417.0,18314441.0,11702928.0,,,,,,,AGO,2008,3391278327.580514
78,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2005,1706.5436158078687,1706.5436158078687,,,65.0999984741211,2205.0,16544376.0,10770389.0,,,,,,,AGO,2005,2397039319.6190944
79,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1975,,,,,,,6637628.0,,,,,,,,AGO,1975,
80,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1966,,,,,,,5526653.0,,,,,,,,AGO,1966,
81,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1989,1595.5380586481508,923.5829011714999,,,,1860.0,10051133.0,,,,,,,,AGO,1989,1614597642.3908837
82,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1990,1547.2320211464623,992.8728709936576,,,,1873.0,10333844.0,,,,,,,,AGO,1990,1606147361.0759442
83,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1988,1630.2289528141307,813.9609409598405,,,,1872.0,9798055.0,,,,,,,,AGO,1988,1555816373.1068087
84,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1978,,,,,,,7184444.0,,,,,,,,AGO,1978,
85,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2010,2576.6454096087737,4218.649125573795,,,64.4000015258789,3356.0,19549124.0,12589636.0,,,,,,,AGO,2010,4587347389.0841675
86,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2011,2593.84128970609,5159.233666039965,,,64.5,3367.0,20180490.0,13016416.0,,,,,,,AGO,2011,5016394137.925208
87,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2006,1990.839161063983,2440.6317161064258,,,64.6999969482422,2589.0,17122409.0,11078198.0,,,,,,,AGO,2006,2631949172.9417667
88,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1965,,,,,,,5433841.0,,,,,,,,AGO,1965,
89,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1969,,,,,,,5817283.0,,,,,,,,AGO,1969,
90,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1977,,,,,,,6989550.0,,,,,,,,AGO,1977,
91,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1964,,,,,,,5339893.0,,,,,,,,AGO,1964,
92,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1962,,,,,,,5150076.0,,,,,,,,AGO,1962,
93,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2002,1374.251641308817,839.5045121077633,,,65.6999969482422,1748.0,14886574.0,9780479.0,,,,,,,AGO,2002,1601762195.2588634
94,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1973,,,,,,,6323057.0,,,,,,,,AGO,1973,
95,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1993,973.8142810355923,464.78434259479883,,,66.1999969482422,1212.0,11372156.0,7528367.0,,,,,,,AGO,1993,613929725.5264199
96,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1974,,,,,,,6475333.0,,,,,,,,AGO,1974,
97,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1996,1130.045589177061,604.4394354068475,,,66.4000015258789,1560.0,12451945.0,8268091.5,,,,,,,AGO,1996,943373076.9505352
98,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1980,,,,,,2237.0,7637141.0,,,,,,,,AGO,1980,
99,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2009,2573.6860274383484,3988.683557276517,,,64.0999984741211,3371.0,18926650.0,12131982.0,,,31.47,43.37,16.45,67.42,AGO,2009,4332244843.330615
100,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1971,,,,,,,6049214.0,,,,,,,,AGO,1971,
101,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1961,,,,,,,5056688.0,,,,,,,,AGO,1961,
102,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,2001,1249.4451454235555,621.1959300885019,,,65.9000015258789,1570.0,14385283.0,9479902.0,,,,,,,AGO,2001,1428869041.2657123
103,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1998,1234.3294827251648,490.58201485987354,,,65.9000015258789,1564.0,13137542.0,8657640.0,,,,,,,AGO,1998,1093656181.6010625
104,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1982,,,,,,1948.0,8190093.0,,,,,,,,AGO,1982,
105,Angola,AGO,People's Republic of Angola,Upper middle income,Sub-Saharan Africa,1999,1239.1310012347187,455.4139458171497,,,65.9000015258789,1572.0,13510616.0,8903496.0,,,,,,,AGO,1999,1107873711.9618788
106,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1984,464.2885730953073,252.435659777641,,,,,4163968.0,,,,,,,,BEN,1984,522570938.72504747
107,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1986,481.1472189573522,302.66557034989984,,,,,4414450.0,,,,,,,,BEN,1986,600595022.670612
108,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1988,461.73097801777925,345.8092649755402,,,,,4685375.0,,,,,,,,BEN,1988,633707683.5990958
109,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1991,460.59879978919093,383.2953623426779,,,71.9000015258789,,5182525.0,3726235.5,,,,,,,BEN,1991,757355756.1216282
110,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1995,470.135822599814,362.4709494427984,,,72.3000030517578,,5985658.0,4327631.0,,,,,,,BEN,1995,917204713.6716642
111,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1998,492.94666970656203,375.0241065122997,,,72.0,,6546493.0,4713475.0,,,,,,,BEN,1998,1081434476.793688
112,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1999,504.33185587389715,369.24497480610415,,,71.9000015258789,,6740491.0,4846413.0,,,,,,,BEN,1999,1146134294.3912652
113,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1965,425.15549424098606,110.1326111592854,,,,,2632360.0,,,,,,,,BEN,1965,
114,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1970,439.50228146843796,114.73666350983156,,,,,2907769.0,,,,,,,,BEN,1970,382024839.7606495
115,Benin,BEN,Republic of Benin,Low income,Sub-Saharan Africa,1985,484.893330097651,243.91150947511608,,,,,4287263.0,,,,,,,,BEN,1985,571288403.9709731
